Column,article,Non_self_referencial_link,volume,pre_link_text,link_text,clean_link_text_not_article,trustedRepo,DOI_for_article,linkDOI,TheStatusList,StatusOverview,citationCount,Date,dateYear 
783,S0022285209000964.xml,True,256,"V.-M. Horneman, An optimized White-type gas cell for the Bruker IFS 120 high resolution FTIR spectrometer, in: Fifteenth Colloquium on High Resolution Molecular Spectroscopy, Glasgow, Scotland, 8ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“13 September, 1997.(b)http",http://physics.oulu.fi/irspe/Sivut/cell40-2002.pdf.,http://physics.oulu.fi/irspe/Sivut/cell40-2002.pdf,false,10.1016/j.jms.2009.04.003,https://dx.doi.org/10.1016/j.jms.2009.04.003,404,BROKEN,6,2009-07-00,2009
784,S0022285209000988.xml,True,256,Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2009.04.005,https://dx.doi.org/10.1016/j.jms.2009.04.005,302,ACTIVE,1,2009-08-00,2009
785,S0022285209000988.xml,True,256,"14331441[8]Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results, NIST Technical Note 1297, 1994. Available from: <http",http://physics.nist.gov/cuu/Uncertainty/index.html>.,http://physics.nist.gov/cuu/Uncertainty/index.html,false,10.1016/j.jms.2009.04.005,https://dx.doi.org/10.1016/j.jms.2009.04.005,200,ACTIVE,1,2009-08-00,2009
786,S002228520900099X.xml,True,256,J. Quant. Spectrosc. Radiat. Trans.601998883890Available from: http,http://spec.jpl.nasa.gov/,http://spec.jpl.nasa.gov,false,10.1016/j.jms.2009.04.006,https://dx.doi.org/10.1016/j.jms.2009.04.006,200,ACTIVE,7,2009-08-00,2009
787,S0022285209001003.xml,True,256,.Appendix BSupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2009.04.007,https://dx.doi.org/10.1016/j.jms.2009.04.007,302,ACTIVE,10,2009-08-00,2009
788,S0022285209001003.xml,True,256,"tzer, A.W. Lloyd, S.J. McNicholas, W. Meyer, M.E. Mura, A. Nicklass, P. Palmieri, R. Pitzer, U. Schumann, H. Stoll, A.J. Stone, R. Tarroni, T. Thorsteinsson, MOLPRO, version 2006.1, a package of ab initio programs. Available from: <http","http://www.molpro.net>,",http://www.molpro.net,false,10.1016/j.jms.2009.04.007,https://dx.doi.org/10.1016/j.jms.2009.04.007,200,ACTIVE,10,2009-08-00,2009
789,S0022285209001015.xml,True,256,ial support.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2009.04.010,https://dx.doi.org/10.1016/j.jms.2009.04.010,302,ACTIVE,4,2009-08-00,2009
790,S0022285209001027.xml,True,256,"1957Princeton University PressPrinceton, NJ[10]C.M. Western, PGOPHER: A Program for Simulating Rotational Structure, University of Bristol, http",http://pgopher.chm.bris.ac.uk.,http://pgopher.chm.bris.ac.uk,false,10.1016/j.jms.2009.04.008,https://dx.doi.org/10.1016/j.jms.2009.04.008,200,ACTIVE,4,2009-08-00,2009
791,S0022285209001040.xml,True,256,"International Review of Science, Physical Chemistry, Series Two, Vol. 3, Spectroscopy1976ButterworthLondonhttp",http://physics.nist.gov/Pubs/Methane/contents.html,http://physics.nist.gov/Pubs/Methane/contents.html,false,10.1016/j.jms.2009.04.011,https://dx.doi.org/10.1016/j.jms.2009.04.011,200,ACTIVE,13,2009-08-00,2009
792,S0022285209001052.xml,True,256,ial support.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2009.04.012,https://dx.doi.org/10.1016/j.jms.2009.04.012,302,ACTIVE,0,2009-08-00,2009
793,S0022285209001064.xml,True,256,ial support.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2009.04.013,https://dx.doi.org/10.1016/j.jms.2009.04.013,302,ACTIVE,7,2009-08-00,2009
794,S002228520900109X.xml,True,256,1.37MHz.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2009.05.003,https://dx.doi.org/10.1016/j.jms.2009.05.003,302,ACTIVE,0,2009-07-00,2009
795,S0022285209001283.xml,True,256,"J. Chem. Phys.100199474107415[23]Gaussian 03 online manual, see http",http://www.gaussian.com/g_ur/g03mantop.htm.,http://www.gaussian.com/g_ur/g03mantop.htm,false,10.1016/j.jms.2009.05.006,https://dx.doi.org/10.1016/j.jms.2009.05.006,200,ACTIVE,6,2009-08-00,2009
796,S0022285209001076.xml,True,257," Fundamental Region of Methanol as Revealed by Coherence-Detected Fourier Transform Microwave (FTMW)ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ï¿½Infrared Spectroscopy, Paper RA04, OSU International Symposium on Molecular Spectroscopy, 2008, The Ohio State University Knowledge Bank, http","https://kb.osu.edu/dspace/,",https://kb.osu.edu/dspace,false,10.1016/j.jms.2009.05.002,https://dx.doi.org/10.1016/j.jms.2009.05.002,200,ACTIVE,12,2009-09-00,2009
797,S0022285209001271.xml,True,257, manuscript.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2009.05.007,https://dx.doi.org/10.1016/j.jms.2009.05.007,302,ACTIVE,4,2009-09-00,2009
798,S0022285209001313.xml,True,257,nses.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2009.06.002,https://dx.doi.org/10.1016/j.jms.2009.06.002,302,ACTIVE,1,2009-09-00,2009
799,S0022285209001325.xml,True,257,2ÃƒÅ½Ã‚Â  state and of the v=0 and 1 levels of the B2ÃƒÅ½Ã‚Â£ state of OH are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2009.06.003,https://dx.doi.org/10.1016/j.jms.2009.06.003,200,ACTIVE,19,2009-09-00,2009
800,S0022285209001325.xml,True,257,ics program.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2009.06.003,https://dx.doi.org/10.1016/j.jms.2009.06.003,302,ACTIVE,19,2009-09-00,2009
801,S0022285209001349.xml,True,257,"ary data. For the non-observed conformers, the ab initio structural parameters are also listed in the supplementary tables. In addition, the full CP-FTMW spectrum is available. The supplementary material can be found online on Science Direct (http",http://www.sciencedirect.com),http://www.sciencedirect.com,false,10.1016/j.jms.2009.06.013,https://dx.doi.org/10.1016/j.jms.2009.06.013,503,BROKEN,11,2009-09-00,2009
802,S0022285209001349.xml,True,257,"241974346351[21]B.N. Taylor, C.E. Kuyatt, NIST Tech. Note 1297 (1994) 1ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“20. The publication may be downloaded from http",http://physics.nist.gov/Pubs/guidelines/contents.html.,http://physics.nist.gov/Pubs/guidelines/contents.html,false,10.1016/j.jms.2009.06.013,https://dx.doi.org/10.1016/j.jms.2009.06.013,200,ACTIVE,11,2009-09-00,2009
803,S0022285209001349.xml,True,257,:physics.nist.govPubsguidelinescontents.html.[22]See http,http://www.cv.nrao.edu/aremijan/PRIMOS/,http://www.cv.nrao.edu/aremijan/PRIMOS,false,10.1016/j.jms.2009.06.013,https://dx.doi.org/10.1016/j.jms.2009.06.013,404,BROKEN,11,2009-09-00,2009
804,S0022285209001350.xml,True,257,cknowledged.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as a part of the Ohio State University Molecular Spectroscopy Archives (http,http://msa.lib.ohio-state.edu/jmsa_hp.htm).,http://msa.lib.ohio-state.edu/jmsa_hp.htm,true,10.1016/j.jms.2009.06.005,https://dx.doi.org/10.1016/j.jms.2009.06.005,200,ACTIVE,8,2009-09-00,2009
805,S0022285209001350.xml,True,257,SPIE Proc. Ser.22051994188191[10]Available from: <http,http://www.ozone.iao.ru/>.,http://www.ozone.iao.ru,false,10.1016/j.jms.2009.06.005,https://dx.doi.org/10.1016/j.jms.2009.06.005,"(['error code: ', <class 'requests.exceptions.ConnectionError'>, ])",BROKEN,8,2009-09-00,2009
806,S0022285209001350.xml,True,257,":www.ozone.iao.ru>.[11]E. Starikova, M.-R. De Backer-Barilly, Vl.G. Tyuterev, A.Barbe, A. Campargue, A. Liu, S. Kassi, S.A. Tashkun, ASA Proceedings, Reims, Sept. 2008. Available from: <http",http://asa.univ-reims.fr/22>.,http://asa.univ-reims.fr/22,false,10.1016/j.jms.2009.06.005,https://dx.doi.org/10.1016/j.jms.2009.06.005,404,BROKEN,8,2009-09-00,2009
807,S0022285209001362.xml,True,257,Stew Novick.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2009.06.008,https://dx.doi.org/10.1016/j.jms.2009.06.008,302,ACTIVE,9,2009-09-00,2009
